Lid,0.7358,0.9709,0.1669,0.0001,0.0001,0.0000
Lid,0.7439,0.9024,0.1619,0.0001,0.0001,0.0000
Lid,0.7423,0.9393,0.1636,0.0001,0.0001,0.0000
Lid,0.7390,0.9698,0.1645,0.0000,0.0000,0.0000
Lid,0.7638,1.0838,0.1612,0.0002,0.0000,0.0000
Lid,0.7430,1.1558,0.1644,0.0004,0.0000,0.0000
Lid,0.7296,0.9952,0.1654,0.0001,0.0001,0.0000
Lid,0.6462,1.3265,0.1725,0.0009,0.0001,0.0001
Lid,0.7660,1.0890,0.1662,0.0001,0.0000,0.0000
Lid,0.6576,1.1275,0.1735,0.0005,0.0001,0.0000
Hanger,0.1367,0.6441,1.1801,0.5193,0.6541,0.0117
Hanger,0.1595,0.5063,1.1669,0.6288,0.3506,0.0098
Cup,0.5299,0.7394,0.2116,0.0068,0.0064,0.0012
Cup,0.4493,1.1371,0.2506,0.0137,0.0009,0.0036
Spatula2,0.4971,0.1997,0.9105,0.7742,1.5377,0.1617
RollingPin,0.5732,0.1849,0.6437,0.3879,0.0004,0.0000
BodyLotion_Deispenser,0.3799,1.1791,0.2898,0.0536,0.0002,0.0006
BodyLotion_Deispenser,0.3661,1.0421,0.2929,0.0544,0.0003,0.0005
BodyLotion_Deispenser,0.7136,2.7440,0.2945,0.0508,0.0014,0.0002
BodyLotion_Deispenser,0.3939,1.2174,0.2803,0.0452,0.0004,0.0003
BodyLotion_Deispenser,0.7121,0.3500,0.3167,0.0625,0.0059,0.0004
BodyLotion_Deispenser,0.3438,0.9061,0.3217,0.0665,0.0022,0.0005
BodyLotion_Deispenser,0.3831,0.6708,0.3194,0.0603,0.0028,0.0002
BodyLotion_Deispenser,0.7430,2.8844,0.2899,0.0540,0.0012,0.0006
BodyLotion_Deispenser,0.6777,0.3665,0.3102,0.0613,0.0063,0.0005
BodyLotion_Deispenser,0.3793,1.2988,0.2996,0.0580,0.0001,0.0007
BodyLotion_Deispenser,0.4455,1.6860,0.2969,0.0575,0.0004,0.0007
BodyLotion_Deispenser,0.6696,0.3603,0.3329,0.0630,0.0033,0.0001
BodyLotion_Deispenser,0.3913,0.7985,0.2874,0.0523,0.0022,0.0006
BodyLotion_Deispenser,0.6685,0.3978,0.2938,0.0481,0.0017,0.0000
BodyLotion_Deispenser,0.7508,0.3427,0.2968,0.0554,0.0078,0.0006
BodyLotion_Deispenser,0.7061,2.7788,0.3013,0.0528,0.0013,0.0002
Banana,0.3623,1.1240,0.3370,0.0539,0.0221,0.0022
Banana,0.4719,0.5325,0.3356,0.0584,0.0146,0.0017
Banana,0.4105,1.3744,0.3387,0.0521,0.0067,0.0022
Banana,0.3679,1.0426,0.3254,0.0502,0.0162,0.0015
Banana,0.4703,0.5325,0.3360,0.0586,0.0146,0.0017
Banana,0.3880,0.7829,0.3280,0.0537,0.0116,0.0016
Banana,0.3447,1.0683,0.3376,0.0520,0.0211,0.0024
Banana,0.4803,0.6019,0.3263,0.0540,0.0095,0.0015
Banana,0.4775,0.5277,0.3316,0.0542,0.0157,0.0019
Banana,0.3486,1.0446,0.3432,0.0566,0.0186,0.0021
Banana,0.3477,0.8233,0.3330,0.0525,0.0345,0.0021
Banana,0.3916,0.6604,0.3270,0.0503,0.0291,0.0021
Banana,0.4072,1.4208,0.3466,0.0572,0.0072,0.0023
Banana,0.3492,1.0815,0.3361,0.0504,0.0216,0.0024
Banana,0.3819,0.8500,0.3191,0.0428,0.0125,0.0021
Banana,0.4429,1.7586,0.3395,0.0529,0.0048,0.0025
Banana,0.3775,0.9462,0.3156,0.0442,0.0139,0.0015
Spatula1,0.5798,0.2028,0.7567,0.5280,0.7693,0.0809
Lid,0.6525,1.2548,0.1781,0.0007,0.0001,0.0001
RollingPin,0.7638,0.1311,0.6665,0.4180,0.0008,0.0001
Specs_Box,0.5589,0.7487,0.2206,0.0189,0.0000,0.0000
Spectacle_Box,0.6253,0.6631,0.2177,0.0200,0.0000,0.0000
